PERCENTAGE OF VISITS FOR INFLUENZA-LIKE-ILLNESS REPORTED BY SENTINEL PROVIDERS
REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
HHS Regions,Region 5,1998,39,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,1998,40,0.328888,0.558599,31,,15,56,,1,103,73,18439
HHS Regions,Region 5,1998,41,0.939464,0.754356,30,,46,60,,6,142,79,18824
HHS Regions,Region 5,1998,42,0.944095,0.712661,39,,37,59,,6,141,81,19785
HHS Regions,Region 5,1998,43,1.37564,1.54039,74,,57,277,,9,417,91,27071
HHS Regions,Region 5,1998,44,0.45358,0.513505,33,,40,46,,8,127,91,24732
HHS Regions,Region 5,1998,45,0.500005,0.560577,31,,45,67,,4,147,95,26223
HHS Regions,Region 5,1998,46,0.69625,0.66242,32,,41,77,,6,156,82,23550
HHS Regions,Region 5,1998,47,1.35774,1.68981,39,,66,213,,24,342,91,20239
HHS Regions,Region 5,1998,48,1.14961,0.977161,50,,67,113,,25,255,96,26096
HHS Regions,Region 5,1998,49,0.896698,1.15682,63,,64,133,,8,268,97,23167
HHS Regions,Region 5,1998,50,0.697786,0.863043,44,,50,82,,15,191,94,22131
HHS Regions,Region 5,1998,51,0.79413,0.928516,41,,51,57,,7,156,93,16801
HHS Regions,Region 5,1998,52,1.62208,1.64623,60,,87,76,,20,243,88,14761
HHS Regions,Region 5,1999,1,0.910215,1.01825,46,,68,73,,15,202,93,19838
HHS Regions,Region 5,1999,2,1.50383,1.68545,43,,137,148,,16,344,91,20410
HHS Regions,Region 5,1999,3,2.489,2.87506,68,,168,395,,11,642,86,22330
HHS Regions,Region 5,1999,4,4.07786,4.09279,98,,270,624,,26,1018,91,24873
HHS Regions,Region 5,1999,5,6.04282,6.33982,252,,356,1055,,31,1694,92,26720
HHS Regions,Region 5,1999,6,9.23642,7.00011,337,,455,1089,,56,1937,89,27671
HHS Regions,Region 5,1999,7,9.69358,6.92037,281,,467,977,,48,1773,89,25620
HHS Regions,Region 5,1999,8,7.73185,5.54783,224,,438,736,,38,1436,83,25884
HHS Regions,Region 5,1999,9,7.29517,4.86165,225,,350,546,,65,1186,83,24395
HHS Regions,Region 5,1999,10,3.44618,2.97241,123,,189,409,,32,753,82,25333
HHS Regions,Region 5,1999,11,5.11371,2.92848,155,,154,247,,34,590,84,20147
HHS Regions,Region 5,1999,12,2.73789,1.54966,66,,96,145,,23,330,74,21295
HHS Regions,Region 5,1999,13,1.54458,1.07722,43,,60,90,,15,208,71,19309
HHS Regions,Region 5,1999,14,0.644008,0.646204,18,,32,56,,10,116,64,17951
HHS Regions,Region 5,1999,15,0.44092,0.385496,15,,22,31,,1,69,61,17899
HHS Regions,Region 5,1999,16,0.145081,0.189231,6,,10,16,,1,33,63,17439
HHS Regions,Region 5,1999,17,0.163653,0.22659,6,,8,26,,0,40,61,17653
HHS Regions,Region 5,1999,18,0.166663,0.114515,3,,6,10,,1,20,60,17465
HHS Regions,Region 5,1999,19,0.0453901,0.108374,3,,2,9,,1,15,56,13841
HHS Regions,Region 5,1999,20,0.0919457,0.213658,6,,6,13,,1,26,52,12169
HHS Regions,Region 5,1999,21,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,1999,22,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,1999,23,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,1999,24,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,1999,25,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,1999,26,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,1999,27,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,1999,28,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,1999,29,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,1999,30,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,1999,31,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,1999,32,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,1999,33,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,1999,34,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,1999,35,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,1999,36,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,1999,37,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,1999,38,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,1999,39,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,1999,40,0.438444,0.497422,37,,23,43,,6,109,89,21913
HHS Regions,Region 5,1999,41,0.409772,0.490858,34,,27,43,,5,109,98,22206
HHS Regions,Region 5,1999,42,0.61275,0.667269,50,,36,80,,4,170,99,25477
HHS Regions,Region 5,1999,43,1.06327,0.791643,62,,48,78,,6,194,86,24506
HHS Regions,Region 5,1999,44,0.650884,0.65762,36,,57,79,,17,189,114,28740
HHS Regions,Region 5,1999,45,0.88126,0.871536,58,,71,101,,20,250,114,28685
HHS Regions,Region 5,1999,46,0.931444,0.88727,70,,62,121,,15,268,115,30205
HHS Regions,Region 5,1999,47,1.08706,1.04279,53,,122,85,,31,291,118,27906
HHS Regions,Region 5,1999,48,1.10592,1.21522,78,,142,201,,24,445,119,36619
HHS Regions,Region 5,1999,49,1.36342,1.53266,87,,208,217,,33,545,125,35559
HHS Regions,Region 5,1999,50,2.61413,3.0864,236,,361,406,,94,1097,119,35543
HHS Regions,Region 5,1999,51,3.66229,4.28104,297,,459,410,,116,1282,119,29946
HHS Regions,Region 5,1999,52,5.34124,5.98268,403,,771,481,,190,1845,115,30839
HHS Regions,Region 5,2000,1,4.6067,4.92986,331,,638,647,,134,1750,118,35498
HHS Regions,Region 5,2000,2,3.95737,3.51653,233,,443,452,,96,1224,117,34807
HHS Regions,Region 5,2000,3,2.58368,2.34008,144,,224,346,,59,773,110,33033
HHS Regions,Region 5,2000,4,1.94811,1.68606,132,,164,232,,30,558,107,33095
HHS Regions,Region 5,2000,5,1.52802,1.3766,94,,139,202,,24,459,106,33343
HHS Regions,Region 5,2000,6,1.46531,1.40993,115,,119,205,,16,455,103,32271
HHS Regions,Region 5,2000,7,0.887784,0.858424,65,,68,126,,11,270,95,31453
HHS Regions,Region 5,2000,8,0.674315,0.621993,37,,47,88,,9,181,96,29100
HHS Regions,Region 5,2000,9,0.860873,0.880121,55,,39,99,,10,203,87,23065
HHS Regions,Region 5,2000,10,0.764018,0.721942,52,,32,71,,8,163,86,22578
HHS Regions,Region 5,2000,11,0.609044,0.581508,35,,17,65,,3,120,82,20636
HHS Regions,Region 5,2000,12,0.517812,0.513132,30,,26,52,,2,110,78,21437
HHS Regions,Region 5,2000,13,0.508464,0.460283,28,,16,51,,2,97,74,21074
HHS Regions,Region 5,2000,14,0.367199,0.399938,18,,14,46,,0,78,71,19503
HHS Regions,Region 5,2000,15,0.273821,0.343724,29,,6,35,,3,73,72,21238
HHS Regions,Region 5,2000,16,0.344341,0.309185,24,,7,26,,1,58,70,18759
HHS Regions,Region 5,2000,17,0.39873,0.292227,14,,9,28,,4,55,68,18821
HHS Regions,Region 5,2000,18,0.250336,0.319966,17,,2,40,,1,60,61,18752
HHS Regions,Region 5,2000,19,0.252558,0.301457,12,,7,31,,4,54,64,17913
HHS Regions,Region 5,2000,20,0.214664,0.242347,16,,5,13,,4,38,59,15680
HHS Regions,Region 5,2000,21,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2000,22,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2000,23,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2000,24,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2000,25,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2000,26,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2000,27,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2000,28,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2000,29,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2000,30,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2000,31,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2000,32,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2000,33,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2000,34,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2000,35,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2000,36,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2000,37,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2000,38,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2000,39,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2000,40,0.723263,1.27239,62,,87,123,,37,309,106,24285
HHS Regions,Region 5,2000,41,0.702311,1.08317,81,,99,132,,39,351,131,32405
HHS Regions,Region 5,2000,42,0.810252,1.13392,108,,140,143,,30,421,144,37128
HHS Regions,Region 5,2000,43,0.69439,1.10088,88,,124,175,,54,441,149,40059
HHS Regions,Region 5,2000,44,0.705834,0.984869,77,,112,139,,43,371,157,37670
HHS Regions,Region 5,2000,45,0.833756,1.33133,142,,147,211,,66,566,159,42514
HHS Regions,Region 5,2000,46,0.71501,0.98986,108,,123,176,,45,452,163,45663
HHS Regions,Region 5,2000,47,0.851478,1.39878,149,,138,159,,35,481,163,34387
HHS Regions,Region 5,2000,48,0.851455,1.29342,140,,176,191,,62,569,155,43992
HHS Regions,Region 5,2000,49,0.861037,1.24173,131,,149,189,,34,503,156,40508
HHS Regions,Region 5,2000,50,1.11598,1.65363,137,,182,205,,47,571,151,34530
HHS Regions,Region 5,2000,51,1.27204,1.89688,159,,191,180,,52,582,143,30682
HHS Regions,Region 5,2000,52,1.7833,2.81451,240,,218,229,,60,747,142,26541
HHS Regions,Region 5,2001,1,1.665,2.38985,236,,236,247,,55,774,141,32387
HHS Regions,Region 5,2001,2,1.89456,2.47954,212,,255,375,,70,912,145,36781
HHS Regions,Region 5,2001,3,2.36097,3.19124,237,,279,639,,69,1224,142,38355
HHS Regions,Region 5,2001,4,3.01983,4.05147,336,,340,948,,95,1719,148,42429
HHS Regions,Region 5,2001,5,3.36093,4.15115,369,,372,867,,75,1683,140,40543
HHS Regions,Region 5,2001,6,2.87964,3.87044,338,,349,714,,119,1520,135,39272
HHS Regions,Region 5,2001,7,2.27064,2.99342,281,,316,481,,68,1146,133,38284
HHS Regions,Region 5,2001,8,2.1024,2.71183,214,,258,333,,70,875,122,32266
HHS Regions,Region 5,2001,9,1.84593,2.52208,223,,214,285,,52,774,118,30689
HHS Regions,Region 5,2001,10,1.50662,2.1236,201,,172,254,,40,667,114,31409
HHS Regions,Region 5,2001,11,1.01767,1.47595,155,,71,159,,48,433,107,29337
HHS Regions,Region 5,2001,12,0.901337,1.50151,126,,101,138,,42,407,103,27106
HHS Regions,Region 5,2001,13,0.652711,1.09222,128,,61,69,,35,293,102,26826
HHS Regions,Region 5,2001,14,0.660277,0.961885,84,,80,68,,35,267,103,27758
HHS Regions,Region 5,2001,15,0.41806,0.542639,30,,42,54,,4,130,96,23957
HHS Regions,Region 5,2001,16,0.462566,0.588436,33,,42,57,,6,138,88,23452
HHS Regions,Region 5,2001,17,0.223285,0.404224,20,,24,54,,0,98,90,24244
HHS Regions,Region 5,2001,18,0.230484,0.388763,20,,16,52,,5,93,85,23922
HHS Regions,Region 5,2001,19,0.181107,0.376725,28,,13,38,,4,83,77,22032
HHS Regions,Region 5,2001,20,0.12699,0.249415,16,,13,16,,3,48,70,19245
HHS Regions,Region 5,2001,21,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2001,22,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2001,23,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2001,24,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2001,25,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2001,26,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2001,27,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2001,28,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2001,29,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2001,30,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2001,31,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2001,32,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2001,33,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2001,34,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2001,35,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2001,36,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2001,37,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2001,38,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2001,39,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2001,40,0.932785,0.948669,71,,106,120,,17,314,146,33099
HHS Regions,Region 5,2001,41,2.05194,1.11066,107,,139,201,,19,466,152,41957
HHS Regions,Region 5,2001,42,1.15362,1.12697,119,,118,182,,27,446,153,39575
HHS Regions,Region 5,2001,43,2.04138,1.39292,129,,164,221,,28,542,156,38911
HHS Regions,Region 5,2001,44,1.56302,1.29316,135,,140,249,,31,555,164,42918
HHS Regions,Region 5,2001,45,1.80209,1.53983,168,,223,274,,44,709,171,46044
HHS Regions,Region 5,2001,46,1.25909,1.36192,164,,177,227,,47,615,174,45157
HHS Regions,Region 5,2001,47,1.45343,1.66225,176,,189,169,,37,571,171,34351
HHS Regions,Region 5,2001,48,1.63052,1.60396,168,,246,253,,56,723,176,45076
HHS Regions,Region 5,2001,49,1.3694,1.48634,153,,204,248,,39,644,175,43328
HHS Regions,Region 5,2001,50,1.32564,1.44975,145,,164,219,,52,580,171,40007
HHS Regions,Region 5,2001,51,1.67174,1.80571,174,,193,214,,64,645,163,35720
HHS Regions,Region 5,2001,52,2.27725,2.41027,175,,212,169,,45,601,159,24935
HHS Regions,Region 5,2002,1,2.30058,2.32114,219,,238,214,,82,753,171,32441
HHS Regions,Region 5,2002,2,1.51593,1.63,189,,215,191,,60,655,166,40184
HHS Regions,Region 5,2002,3,1.59561,1.74433,225,,188,281,,58,752,171,43111
HHS Regions,Region 5,2002,4,2.03711,2.3235,316,,235,357,,54,962,169,41403
HHS Regions,Region 5,2002,5,2.1073,2.42101,295,,262,443,,59,1059,165,43742
HHS Regions,Region 5,2002,6,2.65316,2.81484,418,,310,511,,88,1327,169,47143
HHS Regions,Region 5,2002,7,3.34884,3.50984,407,,423,651,,139,1620,169,46156
HHS Regions,Region 5,2002,8,3.5658,3.7798,466,,451,680,,101,1698,161,44923
HHS Regions,Region 5,2002,9,3.48359,3.54072,354,,449,597,,144,1544,166,43607
HHS Regions,Region 5,2002,10,2.57896,2.59085,218,,303,497,,55,1073,161,41415
HHS Regions,Region 5,2002,11,1.9792,2.18066,160,,217,376,,48,801,153,36732
HHS Regions,Region 5,2002,12,1.86311,2.10941,142,,175,397,,46,760,150,36029
HHS Regions,Region 5,2002,13,1.75181,1.964,162,,165,307,,36,670,140,34114
HHS Regions,Region 5,2002,14,1.47829,1.5239,134,,135,235,,29,533,140,34976
HHS Regions,Region 5,2002,15,0.917703,0.993414,90,,83,171,,21,365,136,36742
HHS Regions,Region 5,2002,16,0.816579,0.865245,60,,71,153,,19,303,135,35019
HHS Regions,Region 5,2002,17,0.747375,0.680553,50,,43,108,,13,214,128,31445
HHS Regions,Region 5,2002,18,0.482101,0.501954,36,,42,74,,6,158,124,31477
HHS Regions,Region 5,2002,19,0.549172,0.576332,34,,60,75,,9,178,120,30885
HHS Regions,Region 5,2002,20,0.46782,0.41871,34,,32,47,,4,117,113,27943
HHS Regions,Region 5,2002,21,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2002,22,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2002,23,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2002,24,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2002,25,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2002,26,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2002,27,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2002,28,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2002,29,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2002,30,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2002,31,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2002,32,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2002,33,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2002,34,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2002,35,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2002,36,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2002,37,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2002,38,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2002,39,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2002,40,1.97716,1.37561,149,,134,193,,42,518,184,37656
HHS Regions,Region 5,2002,41,2.20973,1.60629,173,,162,231,,37,603,192,37540
HHS Regions,Region 5,2002,42,2.25005,1.41682,152,,161,259,,24,596,201,42066
HHS Regions,Region 5,2002,43,1.9525,1.51646,174,,176,277,,23,650,207,42863
HHS Regions,Region 5,2002,44,1.96181,1.58903,198,,183,320,,27,728,211,45814
HHS Regions,Region 5,2002,45,1.84367,1.64569,197,,216,328,,45,786,221,47761
HHS Regions,Region 5,2002,46,1.91773,1.70372,230,,202,313,,29,774,211,45430
HHS Regions,Region 5,2002,47,1.83287,1.53381,192,,180,280,,33,685,214,44660
HHS Regions,Region 5,2002,48,2.00417,1.77282,181,,155,219,,32,587,210,33111
HHS Regions,Region 5,2002,49,1.8988,1.55564,176,,184,239,,32,631,210,40562
HHS Regions,Region 5,2002,50,2.01068,1.68397,191,,167,300,,28,686,211,40737
HHS Regions,Region 5,2002,51,1.94513,1.82995,200,,179,256,,24,659,200,36012
HHS Regions,Region 5,2002,52,2.78992,2.6708,209,,162,236,,13,620,195,23214
HHS Regions,Region 5,2003,1,2.74745,2.58634,245,,177,229,,44,695,200,26872
HHS Regions,Region 5,2003,2,1.96998,1.93154,222,,204,280,,31,737,203,38156
HHS Regions,Region 5,2003,3,2.05459,2.08828,249,,147,386,,18,800,202,38309
HHS Regions,Region 5,2003,4,3.14543,3.34887,353,,233,699,,30,1315,204,39267
HHS Regions,Region 5,2003,5,3.39177,3.96965,352,,243,976,,51,1622,203,40860
HHS Regions,Region 5,2003,6,3.53829,4.24952,406,,273,1060,,39,1778,200,41840
HHS Regions,Region 5,2003,7,3.28727,3.76592,340,,251,920,,27,1538,203,40840
HHS Regions,Region 5,2003,8,3.48202,3.65659,340,,258,835,,33,1466,198,40092
HHS Regions,Region 5,2003,9,2.75519,2.82622,296,,209,555,,34,1094,191,38709
HHS Regions,Region 5,2003,10,2.18818,2.33158,245,,187,415,,30,877,191,37614
HHS Regions,Region 5,2003,11,1.68422,1.86544,167,,158,311,,20,656,187,35166
HHS Regions,Region 5,2003,12,1.36867,1.59731,147,,133,277,,23,580,178,36311
HHS Regions,Region 5,2003,13,0.87724,1.1065,123,,83,147,,15,368,176,33258
HHS Regions,Region 5,2003,14,0.773904,1.11379,133,,86,152,,8,379,170,34028
HHS Regions,Region 5,2003,15,0.633577,0.84613,101,,57,107,,5,270,163,31910
HHS Regions,Region 5,2003,16,0.489592,0.707411,79,,51,94,,9,233,155,32937
HHS Regions,Region 5,2003,17,0.467051,0.674137,73,,61,79,,9,222,158,32931
HHS Regions,Region 5,2003,18,0.35675,0.458376,34,,38,55,,3,130,146,28361
HHS Regions,Region 5,2003,19,0.358038,0.4205,27,,33,52,,5,117,144,27824
HHS Regions,Region 5,2003,20,0.459533,0.551773,47,,36,53,,5,141,136,25554
HHS Regions,Region 5,2003,21,0.296985,0.369344,29,,16,21,,6,72,101,19494
HHS Regions,Region 5,2003,22,0.319755,0.370622,20,,14,22,,4,60,102,16189
HHS Regions,Region 5,2003,23,0.320656,0.336719,23,,14,20,,3,60,91,17819
HHS Regions,Region 5,2003,24,0.248534,0.316346,26,,16,11,,2,55,90,17386
HHS Regions,Region 5,2003,25,0.130902,0.19476,16,,7,7,,1,31,87,15917
HHS Regions,Region 5,2003,26,0.218194,0.284671,11,,24,10,,1,46,85,16159
HHS Regions,Region 5,2003,27,0.239393,0.264986,11,,15,9,,2,37,79,13963
HHS Regions,Region 5,2003,28,0.227056,0.255914,17,,10,13,,1,41,77,16021
HHS Regions,Region 5,2003,29,0.202459,0.156367,12,,5,6,,2,25,78,15988
HHS Regions,Region 5,2003,30,0.290327,0.176868,10,,10,8,,0,28,78,15831
HHS Regions,Region 5,2003,31,0.326378,0.296436,12,,6,27,,2,47,78,15855
HHS Regions,Region 5,2003,32,0.463089,0.320225,8,,17,21,,4,50,78,15614
HHS Regions,Region 5,2003,33,0.199811,0.265812,15,,9,12,,3,39,73,14672
HHS Regions,Region 5,2003,34,0.212267,0.271862,17,,11,13,,1,42,70,15449
HHS Regions,Region 5,2003,35,0.259343,0.314486,13,,14,20,,2,49,71,15581
HHS Regions,Region 5,2003,36,0.233277,0.287455,24,,8,9,,1,42,71,14611
HHS Regions,Region 5,2003,37,0.153541,0.237097,14,,10,18,,1,43,72,18136
HHS Regions,Region 5,2003,38,0.209454,0.281286,15,,18,12,,4,49,70,17420
HHS Regions,Region 5,2003,39,0.287248,0.356322,16,,19,26,,1,62,72,17400
HHS Regions,Region 5,2003,40,0.805571,1.20606,139,,108,169,,42,458,163,37975
HHS Regions,Region 5,2003,41,0.951779,1.15631,169,,95,200,,30,494,178,42722
HHS Regions,Region 5,2003,42,1.03856,1.13307,154,,110,182,,51,497,193,43863
HHS Regions,Region 5,2003,43,1.05109,1.22884,165,,122,219,,63,569,191,46304
HHS Regions,Region 5,2003,44,1.03943,1.105,162,,100,240,,24,526,205,47602
HHS Regions,Region 5,2003,45,1.18561,1.26543,179,,126,270,,33,608,208,48047
