OrderID,Price,Quantity,Timestamp,TradeType
461a7837-d83b-4756-9f0c-48e3f4b4a34b,323.246585,865,2024-01-01 00:00:09,Buy
3dd20b99-ed27-4772-b263-7276b3ffe4e8,619.467843,3663,2024-01-01 00:00:20,Buy
e50ef7c5-f831-4300-8c17-34646df8bc5e,462.153468,6857,2024-01-01 00:00:26,Sell
80cac9f0-ac3d-4070-b034-78a7b6461965,2.614305,3153,2024-01-01 00:00:39,Sell
0b98ea25-8065-42e5-9d98-3b9b5c8813e4,108.395254,5657,2024-01-01 00:00:44,Buy
82a01d44-fb58-47ac-afdb-613def9e3d66,531.535841,5994,2024-01-01 00:00:47,Sell
045bbdf6-2f4b-4372-9b35-82b0de2a36e6,569.218414,264,2024-01-01 00:00:56,Sell
7c10ebbd-86f0-463d-bd3d-f33d1a75be20,849.311330,9530,2024-01-01 00:00:57,Buy
b00b0438-6ea0-428f-8dfc-48709a9cf46a,139.495273,6500,2024-01-01 00:00:59,Buy
8f9f2406-a332-4d17-8c85-88a921aa9925,830.826684,4913,2024-01-01 00:01:05,Buy
4b22aa17-8c40-47a8-be36-23857f95222c,579.542791,9777,2024-01-01 00:01:08,Buy
ac75c80b-cc1a-4c88-b8fb-90d667261aef,695.434538,1032,2024-01-01 00:01:24,Buy
9fcdc208-aa02-48d7-8c10-d2c81a359da7,988.684847,4318,2024-01-01 00:01:24,Sell
1ee0be96-d080-44a8-a24b-accf1a9f85f3,155.263503,7246,2024-01-01 00:01:33,Sell
758fbc5e-74ac-44e9-8e5c-132f532d487b,888.361928,4175,2024-01-01 00:01:37,Sell
579a34b1-4566-4ea5-a633-e6fafa771f52,156.754425,4926,2024-01-01 00:01:37,Buy
df08c5d0-6908-4594-ad0f-316e93b8e2f2,404.236106,9341,2024-01-01 00:01:41,Sell
5ee115b1-fd2b-4629-ab76-efd5211d83b7,184.598219,6715,2024-01-01 00:01:47,Sell
3c11b19b-457a-43c5-ba2b-e2622377c1a4,180.883912,4996,2024-01-01 00:01:51,Sell
ec288cc7-2aa2-4f76-a5cf-6a667141baae,667.145601,519,2024-01-01 00:02:04,Sell
72a64bde-9e31-4cb2-b7aa-23592446ac44,593.474117,6856,2024-01-01 00:02:06,Buy
5e8df471-781c-4944-bb0e-a5f8faae457f,574.925271,7582,2024-01-01 00:02:13,Buy
9b4654a4-c273-465a-b06b-2a61baa1c2b8,664.685858,1777,2024-01-01 00:02:17,Buy
7f1c89a4-3706-4cf6-a227-1b1d031694c1,682.207142,8812,2024-01-01 00:02:22,Sell
f90881f3-e91b-4498-8b11-ac4ff7fafea1,619.694814,3678,2024-01-01 00:02:24,Sell
89bc7204-7485-4ab6-aa01-2bde1fbe6e85,271.749808,2908,2024-01-01 00:02:29,Buy
42888ced-8f97-45e0-8db4-d86bd4504908,146.197846,4252,2024-01-01 00:02:31,Buy
98b63734-8c81-454f-bc02-930c24588b21,736.032686,7250,2024-01-01 00:02:31,Sell
13ed3bfb-b9fa-401d-8a38-0ed68365c42f,813.360898,3104,2024-01-01 00:02:34,Buy
a0da1170-bb70-4fdf-a75a-70d9e506fa4d,421.617459,1492,2024-01-01 00:02:36,Sell
2aadc857-e741-4f01-bf2b-d9735982d49e,696.051384,2577,2024-01-01 00:02:41,Buy
6649e46a-5714-4bda-8deb-9c00a3608196,982.305348,4079,2024-01-01 00:02:44,Buy
4d4508fd-ef63-4332-bb4e-254fb4783bb0,50.973703,6192,2024-01-01 00:02:58,Buy
f1fbaa89-afbf-4ae6-8145-60218af8f0a8,721.854794,739,2024-01-01 00:03:15,Sell
f906df21-3b60-44dc-b7f6-c4b094ce7898,972.813074,4252,2024-01-01 00:03:17,Buy
cdbd235b-d6a7-43fa-86e9-5c05c93fc7cb,77.943766,246,2024-01-01 00:03:18,Buy
99230571-a6fa-455f-bf6c-d4926aca49a1,741.784447,8416,2024-01-01 00:03:34,Buy
05a9c9fb-dd35-4335-b229-f2b870188ff2,905.830837,3428,2024-01-01 00:03:39,Buy
80b3b9c9-d268-4e10-9ea7-d44c6e431f48,928.259436,5221,2024-01-01 00:03:43,Buy
3d2de03b-77af-4543-9bda-bd0c8334f533,22.226227,8604,2024-01-01 00:03:44,Buy
ee4e1ca0-f22a-4501-943b-efa041084877,309.304679,5648,2024-01-01 00:03:59,Buy
3e414756-be6b-43b2-a391-a1cc29114277,572.789398,6549,2024-01-01 00:03:59,Buy
ee5f77c0-e082-491a-afd6-595e7e918c15,348.216235,862,2024-01-01 00:04:00,Sell
7e241019-7bfc-4a26-9cb9-d60eae09bd92,386.977347,6163,2024-01-01 00:04:02,Sell
33ec488e-bf49-4cf3-8930-2cf974e5d961,137.756958,6235,2024-01-01 00:04:15,Sell
cd2f1a4c-fb9f-4d6f-a954-836cd3c8338b,91.782515,2072,2024-01-01 00:04:25,Sell
141476f4-4232-4224-a0ae-34c77bf72e45,194.359330,2381,2024-01-01 00:04:27,Sell
d48e9c5a-eaae-464f-acd7-2559613f5a43,57.616241,1954,2024-01-01 00:04:29,Sell
b4a1a41f-911d-4474-81bd-906aa143fa21,340.982255,3886,2024-01-01 00:04:37,Sell
624402a1-be2f-4cca-b63d-f7671fdd40c9,621.269894,1493,2024-01-01 00:04:40,Sell
34830bb0-5721-4b16-96d5-bbf7f5f1759e,715.338932,1395,2024-01-01 00:04:50,Sell
e9a44ebb-96e5-488a-8d82-5a8201c3939a,821.688452,9516,2024-01-01 00:05:10,Buy
cc807cbc-8300-4578-9e7a-cd59a42968be,787.957713,8077,2024-01-01 00:05:12,Sell
bb1d8954-4345-4455-b514-32883fc42c46,797.047689,4592,2024-01-01 00:05:18,Buy
1717004a-9440-44f1-bebc-3f5e6e49f3e9,304.037725,9187,2024-01-01 00:05:19,Buy
27eeae31-4cc5-45d4-938c-d14cca17ae65,747.054230,8197,2024-01-01 00:05:23,Buy
1afce135-b2c9-473c-9809-6a2eb97d980f,173.508808,7205,2024-01-01 00:05:25,Buy
